"";"classe 1";"classe 2";"classe 3"
"101";-0,03;7,101;-2,777
"van";0,064;1,303;-1,066
"uns";0,471;-1,274;0,012
"quelle";-0,703;-0,796;2,045
"nulle";8,239;-1,274;-4,056
"jusque";-2,243;-1,274;4,992
"duquel";-0,592;-0,01;0,669
"dix_huit";0,007;0,166;-0,13
"dessous";-1,699;11,15;-1,066
"auquel";0,471;-1,274;0,012
"80";-0,061;0,044;0,009
"69";-0,296;0,429;0,006
"67";-0,03;0,974;-0,261
"58";6,47;-0,637;-3,703
"46";-0,03;-0,478;0,416
"331";-0,03;7,101;-2,777
"1937";5,177;0,044;-5,555
"1926";1,063;-1,115;-0,076
"1911";-0,002;-1,274;0,669
"1896";-0,592;-1,274;2,329
"1882";-4,954;-1,274;8,656
"1851";-0,002;-1,274;0,669
"1845";-0,592;-1,274;2,329
"1842";-1,699;-1,115;3,981
"1835";-1,699;-1,115;3,981
"1831";-0,002;0,859;-0,357
"1786";-0,002;-1,274;0,669
"1738";-3,714;-0,956;6,491
"1688";-0,276;-1,115;1,533
"143";-1,856;-0,478;3,244
"103";-1,856;0,974;0,416
"00";12,948;-1,274;-7,409
"quoique";0,064;-1,115;0,232
"quatorze";-1,699;1,303;0,232
"quarante";-1,181;-0,956;2,994
"merci";0,064;0,002;-0,076
"dia";-0,03;-0,478;0,416
"autrefois";-4,334;0,002;3,981
"au_dessus";-0,296;-0,637;1,164
"96";1,029;-0,478;-0,261
"85";-0,276;0,002;0,232
"78";-0,296;0,429;0,006
"71";0,235;-0,637;0,006
"65";-0,061;14,209;-5,555
"64";-0,703;2,916;-0,13
"37";1,029;-0,478;-0,261
"343";-3,714;37,735;-5,555
"338";-3,095;31,442;-4,629
"1947";2,059;-0,956;-0,521
"1942";0,007;-0,796;0,286
"1941";0,007;-0,796;0,286
"1939";0,353;-0,956;0,009
"1929";-2,475;-0,637;4,326
"1912";-1,181;-0,956;2,994
"1902";-1,699;0,002;1,533
"1879";-1,181;-0,956;2,994
"1876";-3,714;0,044;2,994
"1873";-0,276;-1,115;1,533
"1863";-4,334;-1,115;7,573
"1856";-3,095;-0,796;5,408
"1839";-0,061;-0,956;0,833
"1832";-0,061;1,949;-0,521
"1806";-1,699;-1,115;3,981
"1803";-4,334;-1,115;7,573
"1771";-1,699;-1,115;3,981
"1757";-3,095;-0,796;5,408
"1723";-4,334;-1,115;7,573
"1701";-1,699;-1,115;3,981
"1600";-3,714;-0,956;6,491
"115";-0,296;4,446;-0,852
"110";1,006;-0,796;-0,13
"à_l_instar";-3,714;14,209;-0,521
"tandis_qu";2,059;-0,956;-0,521
"soixante";-1,181;1,949;0,009
"sinon";0,353;-0,956;0,009
"quelquefois";-0,061;-0,956;0,833
"quelles";-1,181;1,949;0,009
"elles_mêmes";-1,181;0,044;0,833
"demi";-3,714;1,949;0,833
"93";-0,03;-0,478;0,416
"91";-3,095;9,045;-0,13
"76";0,235;-0,637;0,006
"700";8,089;-0,796;-4,629
"66";0,007;2,916;-1,578
"61";0,235;-0,637;0,006
"51";-0,296;4,446;-0,852
"404";-3,095;18,554;-1,578
"1946";2,293;-0,637;-0,852
"193";-0,296;0,429;0,006
"1897";-2,475;-0,637;4,326
"1874";-3,714;-0,956;6,491
"1864";5,177;0,044;-5,555
"1849";-1,181;-0,956;2,994
"1829";-3,714;-0,956;6,491
"1817";0,353;-0,956;0,009
"1812";-0,061;-0,956;0,833
"1759";-0,061;-0,956;0,833
"174";-2,475;25,15;-3,703
"1700";-3,714;-0,956;6,491
"1641";-3,095;-0,796;5,408
"1632";-3,095;-0,796;5,408
"1608";0,007;-0,796;0,286
"134";-0,03;0,974;-0,261
"126";-0,03;0,974;-0,261
"08";-0,703;9,045;-1,578
"quelconque";8,089;-0,796;-4,629
"ci";-2,475;0,429;1,164
"autrui";-0,703;-0,796;2,045
"98";1,029;0,974;-2,777
"97";-1,856;7,101;-0,261
"89";-0,296;12,686;-3,703
"73";-0,296;0,429;0,006
"54";6,47;-0,637;-3,703
"486";-0,703;-0,796;2,045
"420";-3,095;-0,796;5,408
"218";2,293;-0,637;-0,852
"1934";3,7;-0,796;-1,578
"1931";0,007;-0,796;0,286
"191";0,235;-0,637;0,006
"1904";-0,03;-0,478;0,416
"190";1,029;-0,478;-0,261
"1899";-0,03;-0,478;0,416
"1883";-0,703;-0,796;2,045
"1881";-3,095;-0,796;5,408
"1878";-2,475;-0,637;4,326
"1865";-0,296;-0,637;1,164
"1859";-0,703;-0,796;2,045
"1854";-2,475;-0,637;4,326
"1836";-1,856;-0,478;3,244
"1827";-0,703;-0,796;2,045
"1819";0,235;-0,637;0,006
"1811";-3,095;-0,796;5,408
"1810";-0,703;-0,796;2,045
"1807";-3,095;-0,796;5,408
"1798";3,7;-0,796;-1,578
"1784";-0,703;-0,796;2,045
"1767";0,007;-0,796;0,286
"1766";1,006;-0,796;-0,13
"1762";-3,095;-0,796;5,408
"1690";-1,856;-0,478;3,244
"1651";-0,703;-0,796;2,045
"1615";-3,095;-0,796;5,408
"1510";-3,095;-0,796;5,408
"133";4,852;-0,478;-2,777
"117";-0,03;7,101;-2,777
"07";1,006;2,916;-4,629
"à_l_encontre";2,293;-0,637;-0,852
"voilà";2,293;-0,637;-0,852
"vingt_trois";0,235;4,446;-3,703
"soixante_dix";-0,03;0,974;-0,261
"quelques_uns";2,293;-0,637;-0,852
"monsieur";0,235;-0,637;0,006
"mes";1,029;-0,478;-0,261
"hugh";-0,03;-0,478;0,416
"hai";4,852;-0,478;-2,777
"dommage";-2,475;0,429;1,164
"desquelles";-2,475;-0,637;4,326
"demain";-2,475;0,429;1,164
"ci_dessous";-2,475;0,429;1,164
"auxquels";-0,296;4,446;-0,852
"autrichiens";2,293;0,429;-3,703
"92";-0,03;0,974;-0,261
"387";-0,296;-0,637;1,164
"254";-2,475;0,429;1,164
"236";-0,03;0,974;-0,261
"220";-1,856;-0,478;3,244
"1925";1,029;-0,478;-0,261
"1916";0,235;-0,637;0,006
"1901";-1,856;-0,478;3,244
"1895";0,235;-0,637;0,006
"1889";-2,475;-0,637;4,326
"1886";-2,475;-0,637;4,326
"1872";-2,475;-0,637;4,326
"1866";-0,296;-0,637;1,164
"1853";0,235;-0,637;0,006
"1838";1,029;-0,478;-0,261
"1824";-2,475;-0,637;4,326
"1772";0,235;-0,637;0,006
"1768";4,852;-0,478;-2,777
"1756";-0,296;-0,637;1,164
"1749";-2,475;-0,637;4,326
"1728";-1,856;-0,478;3,244
"1698";-2,475;-0,637;4,326
"1687";-2,475;-0,637;4,326
"1660";-1,856;-0,478;3,244
"1648";-0,03;-0,478;0,416
"1642";-0,296;-0,637;1,164
"1624";-2,475;-0,637;4,326
"1616";-1,856;-0,478;3,244
"1543";-1,856;-0,478;3,244
"1500";-2,475;-0,637;4,326
"voici";-0,03;0,974;-0,261
"unes";1,029;-0,478;-0,261
"ta";4,852;-0,478;-2,777
"quels";-1,856;-0,478;3,244
"onze";1,029;-0,478;-0,261
"nôtre";1,029;0,974;-2,777
"las";4,852;-0,478;-2,777
"inter";1,029;-0,478;-0,261
"hier";-1,856;-0,478;3,244
"ha";-1,856;-0,478;3,244
"gare";-0,03;-0,478;0,416
"chacune";-0,03;-0,478;0,416
"auprès";1,029;-0,478;-0,261
"alentour";-1,856;0,974;0,416
"915378";-1,856;-0,478;3,244
"89005";-0,03;0,974;-0,261
"7000";1,029;-0,478;-0,261
"593";4,852;-0,478;-2,777
"430";-1,856;-0,478;3,244
"374";1,029;0,974;-2,777
"345";-0,03;0,974;-0,261
"340";-0,03;-0,478;0,416
"259";-1,856;0,974;0,416
"1908";-0,03;-0,478;0,416
"1885";-0,03;-0,478;0,416
"1858";-1,856;-0,478;3,244
"1855";-1,856;-0,478;3,244
"1823";1,029;-0,478;-0,261
"1818";-0,03;-0,478;0,416
"178";-1,856;0,974;0,416
"1755";1,029;-0,478;-0,261
"1751";-1,856;-0,478;3,244
"1741";-1,856;-0,478;3,244
"1730";-0,03;-0,478;0,416
"1720";-1,856;-0,478;3,244
"1689";1,029;-0,478;-0,261
"1675";-1,856;-0,478;3,244
"1664";-1,856;-0,478;3,244
"1637";-1,856;-0,478;3,244
"1634";-1,856;-0,478;3,244
"1534";-0,03;-0,478;0,416
"*titre_Revolution-X";2;-1,274;-0,357
"*titre_Revolution-tunisienne-de-2010-2011";-223,595;2823,76;-486,647
"*titre_Revolution-(film,-2009)";-0,03;-0,478;0,416
"*titre_Revolution-scientifique";-13,026;-3,351;22,763
"*titre_Revolution-orange";-36,241;582,597;-116,015
"*titre_Revolution-kirghize-de-2010";-1,668;66,873;-19,157
"*titre_Revolution-(film,-1985)";-2,475;-0,637;4,326
"*titre_Revolution-industrielle";-794,269;-220,964;1417,424
"*titre_Revolution-française-de-1848";65,565;-6,452;-37,52
"*titre_Revolution-tranquille";57,236;-8,903;-28,117
"*titre_Revolution-909";0,118;-0,318;0,003
"!";4,037;0,004;-3,984
"*titre_Revolution-(revue-de-Jacques-Vergès)";4,284;0,333;-5,81
"*titre_Revolution-copernicienne";-131,79;-30,159;223,438
"*titre_Revolution-americaine";124,412;-56,448;-32,181
"*titre_Revolution-sexuelle";-27,487;70,387;-0,462
"*titre_Revolution-du-Cèdre";3;0,961;-5,569
"*titre_Revolution-russe";656,69;-105,438;-318,621
"*titre_Revolutions-de-couleur";2,302;24,106;-23,596
"*titre_Revolution-française";686,297;-84,774;-366,203
"*titre_Revolution-(catch)";-0,849;13,768;-2,755
"*titre_Revolution-sociale";0,011;-0,549;0,165
"*titre_Revolution-(chanson)";7,357;-1,572;-3,148
"*titre_Revolutions-(roman)";-0,276;-1,115;1,533
"*titre_Revolution-de-velours";42,63;-0,01;-39,454
"*titre_Revolution-des-Œillets";155,965;-10,592;-98,093
"*titre_Revolution-neolithique";-117,497;-32,035;208,538
"*titre_Revolution-(Ève-Angeli)";0;0;0
"*titre_Revolution-numerique";-269,758;-55,494;445,419
"*titre_Revolution-(politique-et-sociale)";0,101;-69,048;29,323
"*titre_Revolution-(serie-televisee)";17,229;-1,589;-10,04
"*titre_Revolution-(album-de-Sirsy)";0;0;0
"*titre_Revolution-verte";-64,513;-14,888;109,608
"*titre_Revolutions-(album)";-3,095;-0,796;5,408
"*titre_Revolution-culturelle";465,086;-43,274;-270,371
"*titre_Revolution-9";-2,475;0,429;1,164
"*titre_Revolution-des-Roses";-0,306;17,696;-5,569
"*titre_Revolution-des-Tulipes";1,468;44,671;-33,434
"*titre_Revolution-(Pleasure-Beach,-Blackpool)";-0,976;-1,434;3,189
"*titre_Revolution-(hebdomadaire)";0,064;0,002;-0,076
"*titre_Revolution";4,037;0,004;-3,984
"*titre_Revolutionnaire-(homonymie)";9,708;-0,956;-5,555
"*titre_Revolution-(essai)";-9,695;36,111;-1,234
"*titre_Revolution-agricole";-39,241;-10,92;70,033
