"";"banalfreq";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"90";16;1,5896;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;0,3691;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,2528;0,6902;0,6515;-0,0426;0,4592;-0,4198;-0,1368;0,3938;-0,025;0,1981;-0,0365;-0,1593;0,9757;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"95";17;-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;-0,3926;0,9443;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;1,7967;-0,1053;-1,2319;-0,0452;0,4383;0,1925;-0,1454;1,2846;-0,0266;0,5574;1,068;0,491;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"précipiter";12;-0,0085;-0,0088;-0,0029;-0,011;1,5495;-0,035;-0,0036;-0,0038;-0,0061;1,9699;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;0,9738;-0,0096;-0,0255;-0,0853;-0,0088;1,0382;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"espoir";23;-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;-0,3381;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;-0,5312;-0,3482;-0,4937;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;0,4474;0,5533;-0,5358;-0,0612;-0,2664;1,3691;1,1344;1,9533;-0,036;-0,627;-0,0525;0,3873;0,6343;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"renoncer";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;1,0518;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,791;0,4132;-0,3005;-0,0569;-0,0112;1,1796;-0,0995;-0,0102;0,4266;0,7422;-1,0145;-0,0373;-0,1622;-0,3673;-0,1197;1,5717;-0,0219;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"sommaire";43;1,1697;1,1533;-0,0104;-0,0393;0,3446;0,6003;1,5379;-0,0137;-0,0218;-0,8414;-0,0279;0,3235;-0,0184;0,8692;1,1052;1,2476;0,5139;-0,2119;-0,2487;-0,4208;0,4798;1,1181;0,7223;0,2964;-0,0314;-0,6389;0,3386;-1,5297;0,6352;-0,1631;-0,5626;0,2433;0,513;0,8432;-0,594;0,6938;0,2027;-0,7693;0,2956;-0,0269;0,9555;-0,0253;0,634
"salaire";18;-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;1,9991;-0,4157;-0,2725;0,2297;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;0,2977;-0,1115;0,5295;-0,0479;-0,2085;-0,4723;-0,1539;0,707;-0,0282;-0,155;-0,0411;0,4708;1,4255;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"inciter";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,7486;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;0,409;-0,0406;-0,008;-0,0212;1,9635;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;0,7479;-0,3891;-0,0156;0,3315;-0,0228;0,6884;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"convaincre";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;1,2099;-0,2576;-0,0488;-0,0096;-0,0255;0,7487;-0,0088;-0,1578;0,8032;0,2436;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;-0,1195;0,2248;0,7477;-0,0075;-0,0142;-0,0071;-0,032
"supposer";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;1,4788;-0,0083;-0,0059;-0,0369;-0,2309;1,3567;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;0,3287;-0,0266;0,6306;-0,2624;-0,0855;0,2279;-0,0156;0,3315;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"possibilité";21;-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;1,1281;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;0,7864;-0,485;-0,3179;-0,1361;-0,0853;-0,0168;-0,0446;-0,1493;-0,0153;-0,3859;-0,1301;-0,4522;-0,0559;1,7696;-0,1878;-0,1796;1,0011;-0,0328;0,4338;-0,048;0,4177;-0,2658;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"destiner";17;-0,012;-0,0125;-0,0041;-0,0155;1,1516;-0,0496;-0,005;-0,0054;1,7074;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,2254;-0,2574;0,7064;0,8325;-0,0136;-0,0361;-0,1209;-0,0124;-0,2783;-0,1053;0,587;1,0047;-0,1969;-0,446;-0,1454;-0,2476;-0,0266;0,5574;-0,0388;-0,1693;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"spécifique";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,1711;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;0,3902;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;0,7153;0,7239;-0,0399;0,4819;0,2248;-0,1283;0,4289;-0,0235;0,6365;-0,0343;-0,1494;-0,4919;0,6611;-0,0094;-0,0178;-0,0088;1,0552
"pologne";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;1,0187;1,0096;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;0,838;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;1,9635;-0,0172;0,3022;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;1,1846
"mêler";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;0,8186;-0,0047;1,4382;-0,0091;-0,0065;-0,0406;0,3537;1,2793;-0,2361;-0,0447;-0,0088;-0,0233;0,7831;-0,008;1,1334;0,838;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"rival";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;0,409;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;1,2418;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;1,8122;1,321;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"abattre";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;0,7488;-0,0123;0,6062;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;0,1966;-0,2877;0,6334;-0,0772;-0,0152;1,0522;-0,1351;-0,0139;1,5898;-0,1177;-1,3769;-0,0506;-0,2201;-0,4985;-0,1625;1,7132;-0,0297;-0,5179;-0,0434;-0,1892;-0,2268;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"aller";139;0,6932;-0,1023;-0,0336;0,5959;1,8483;0,2167;-0,0413;-0,0443;-0,0704;-0,614;-0,09;1,7408;0,8917;0,4264;0,6341;-0,0817;-0,1735;-0,8281;1,297;-0,4758;-0,2019;-0,1113;-0,2951;-0,2168;-0,1014;0,3929;0,231;0,3223;0,2415;-0,5395;0,3678;-0,613;-0,4592;-0,2175;-0,4142;-0,3175;-0,2125;-0,2448;-0,4724;-0,087;-0,1649;-0,082;-0,3711
"ignorer";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,9015;1,2099;-0,2576;-0,0488;-0,0096;-0,0255;0,7487;-0,0088;-0,1578;-0,0743;-0,8696;-0,0319;-0,139;0,8134;0,6769;1,1133;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"cité";37;-0,0262;-0,0272;-0,009;-0,0338;-0,951;-0,108;-0,011;-0,0118;-0,0187;-1,295;-0,024;-0,2406;-0,0159;-0,0543;-0,0305;-0,0218;-0,1366;1,3891;0,4397;-0,7943;-0,1504;-0,0296;-0,0785;-0,2631;-0,027;0,3488;0,3871;1,3159;-0,0985;0,2026;-0,9708;-0,3164;1,4499;-0,0579;0,4057;0,7525;1,2915;-1,2133;-0,2638;-0,0231;-0,0439;-0,0218;-0,0988
"éditer";13;-0,0092;-0,0096;-0,0031;-0,0119;1,4541;-0,0379;-0,0039;-0,0041;-0,0066;1,1317;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;1,7584;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;-0,9421;-0,0346;-0,1506;1,4319;-0,1112;-0,5058;-0,0203;1,391;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"contrôle";70;-0,0495;-0,0515;-0,0169;-0,064;-0,3735;-0,2043;-0,0208;-0,0223;-0,0354;1,3694;-0,0453;0,5541;-0,03;-0,1027;-0,0578;1,0438;-0,2585;-0,9334;-1,0599;0,6049;0,3182;-0,056;0,538;0,5021;-0,0511;-0,6658;0,1995;-1,9212;-0,1863;-0,8108;0,9379;0,401;0,8442;-0,1095;0,3736;-0,1599;0,3251;1,5283;-0,499;-0,0438;-0,083;-0,0413;-0,1869
"imaginer";18;-0,0127;-0,0132;-0,0044;-0,0164;1,0907;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;1,4732;-0,0106;-0,0665;0,2104;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;-0,7557;-0,1115;1,3328;-0,0479;-0,2085;1,0704;-0,1539;-0,2711;-0,0282;-0,155;-0,0411;-0,1793;0,4197;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"substituer";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;0,9212;-0,0056;-0,0061;-0,0096;1,8901;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;-0,4388;-0,2877;-0,4078;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;-0,7977;-0,1177;1,2264;-0,0506;-0,2201;0,5126;-0,1625;0,307;-0,0297;-0,5179;-0,0434;-0,1892;-0,2268;1,4235;-0,0119;-0,0225;-0,0112;-0,0507
"restauration";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;0,914;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;0,7474;-0,065;-0,0128;-0,034;0,6375;-0,0117;0,3553;1,6758;0,6515;-0,0426;-0,1853;-0,4198;-0,1368;-0,2247;-0,025;-0,4361;-0,0365;0,5127;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"actif";30;-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;-0,5037;-0,0194;-0,1951;-0,0129;-0,044;-0,0248;-0,0176;-0,1108;0,3327;-0,1394;0,7584;-0,1219;-0,024;-0,0637;-0,2133;-0,0219;0,8623;-0,1859;1,106;-0,0798;-0,3475;-0,7871;-0,2565;0,5965;-0,0469;-0,8178;-0,0685;-0,2988;0,7676;1,0685;-0,0188;-0,0356;-0,0177;-0,0801
"exclusivement";12;-0,0085;-0,0088;-0,0029;-0,011;1,5495;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;0,8032;0,2436;-0,0319;-0,139;0,2876;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"après_guerre";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;1,1871;-0,003;-0,0032;-0,0051;1,4338;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,6796;-0,0156;1,709;-0,0228;0,6884;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"moyenne";22;-0,0156;-0,0162;-0,0053;-0,0201;-0,5655;-0,0642;-0,0065;-0,007;-0,0111;-0,77;-0,0142;1,3778;-0,0094;-0,0323;-0,0182;-0,0129;-0,0812;-0,5081;-0,3331;-0,147;-0,0894;-0,0176;-0,0467;-0,1564;-0,016;-0,9236;-0,1363;1,8818;-0,0585;1,7144;-0,5772;-0,1881;0,5366;-0,0344;-0,215;-0,0502;-0,2191;0,3166;1,3067;-0,0138;-0,0261;-0,013;-0,0587
"recours";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;0,2599;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,2279;-0,0929;1,7251;-0,0399;-0,1737;-0,3935;0,5923;0,8799;-0,0235;0,6365;-0,0343;0,536;-0,4919;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"engager";49;-0,0347;-0,0361;-0,0119;-0,0448;-1,2595;0,5519;-0,0146;-0,0156;-0,0248;0,7542;-0,0317;0,2841;-0,021;-0,0719;-0,0405;-0,0288;0,4675;0,3284;-0,7419;1,5264;0,4344;-0,0392;-0,104;0,2583;-0,0357;-0,2802;0,8155;1,8715;-0,1304;-0,5676;-0,3505;0,6062;-0,7045;-0,0767;-0,7152;-0,1119;0,5151;-1,6068;-0,3493;-0,0307;-0,0581;-0,0289;-0,1308
"concentrer";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,1711;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;1,4026;-0,2271;0,281;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;-0,0929;-0,2305;1,0564;-0,1737;0,6606;-0,1283;0,8799;-0,0235;-0,4089;-0,0343;-0,1494;-0,4919;1,6167;-0,0094;-0,0178;-0,0088;-0,04
"instrument";15;1,6173;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;0,4873;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;0,7432;0,3902;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;0,8108;-0,0929;-1,087;-0,0399;0,4819;0,6606;0,5923;0,4289;-0,0235;-0,4089;-0,0343;-0,1494;-0,4919;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"polonais";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,3537;-0,1665;0,3774;1,0096;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;1,1859;-0,1274;-0,2886;1,7307;1,2106;-0,0172;0,3022;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"tomber";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;-0,4388;-0,2877;0,6334;-0,0772;-0,0152;-0,0403;0,573;-0,0139;0,273;-0,1177;1,2264;0,959;-0,2201;-0,4985;-0,1625;0,659;-0,0297;-0,1695;-0,0434;0,452;0,3906;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"intervenir";31;-0,0219;-0,0228;-0,0075;-0,0283;-0,7968;-0,0905;-0,0092;-0,0099;-0,0157;-1,085;-0,0201;-0,2016;-0,0133;-0,0455;-0,0256;-0,0182;-0,1145;-0,7159;0,5415;0,729;-0,126;-0,0248;-0,0658;0,4001;-0,0226;0,4964;-0,1921;1,8364;-0,0825;-0,3591;-0,8134;-0,2651;0,2985;0,9761;-0,3667;-0,0708;1,4862;-0,2178;-0,221;-0,0194;-0,0368;-0,0183;0,7608
"power";10;-0,0071;-0,0074;-0,0024;-0,0091;1,7754;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;1,0921;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;0,7479;0,2279;-0,0156;-0,2726;-0,0228;1,6885;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;1,2247
"italie";29;-0,0205;-0,0213;-0,007;-0,0265;-0,7454;-0,0847;-0,0086;-0,0093;-0,0147;0,4068;-0,0188;-0,1886;-0,0124;-0,0425;-0,0239;-0,017;-0,1071;-0,6698;-0,4391;1,3092;0,624;-0,0232;-0,0616;-0,2062;-0,0212;-0,6216;1,1987;1,1806;-0,0772;-0,3359;-0,7609;-0,248;1,4718;-0,0454;-0,3313;-0,0662;-0,2888;0,4513;-0,2067;-0,0181;-0,0344;-0,0171;-0,0774
"retourner";12;-0,0085;-0,0088;-0,0029;1,6033;-0,3084;1,1108;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;0,7839;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;1,2099;0,9531;0,9738;-0,0096;-0,0255;0,7487;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"large";22;-0,0156;-0,0162;-0,0053;-0,0201;-0,5655;-0,0642;-0,0065;-0,007;-0,0111;-0,3157;-0,0142;-0,1431;-0,0094;-0,0323;-0,0182;-0,0129;0,768;-0,1653;0,2712;-0,4722;-0,0894;-0,0176;-0,0467;-0,1564;-0,016;-0,1744;-0,1363;0,9607;-0,0585;-0,2548;-0,2024;1,1684;0,2415;-0,0344;0,4085;-0,0502;-0,2191;0,3166;0,5184;-0,0138;-0,0261;-0,013;-0,0587
"jusque_là";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,1711;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;-0,061;-0,012;-0,0318;0,6621;-0,0109;-0,2279;-0,0929;1,7251;-0,0399;-0,1737;-0,3935;-0,1283;-0,2024;-0,0235;0,6365;-0,0343;-0,1494;1,0427;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"richard";42;-0,0297;-0,0309;-0,0102;-0,0384;-1,0796;-0,1226;1,548;-0,0134;-0,0213;-0,8144;1,2167;0,8895;-0,018;-0,0616;-0,0347;-0,0247;-0,1551;-0,2019;0,3725;-0,1741;1,2334;-0,0336;-0,0892;-0,2986;-0,0306;-0,6131;-0,2602;1,6729;-0,1118;-0,4865;-0,2597;-0,3591;1,6106;-0,0657;-0,2796;-0,0959;0,2088;-0,3954;-0,2994;-0,0263;-0,0498;-0,0248;-0,1121
"espace";25;-0,0177;-0,0184;-0,006;-0,0228;-0,6426;-0,073;-0,0074;-0,008;-0,0127;-0,875;-0,0162;-0,1626;-0,0107;-0,0367;-0,0206;-0,0147;-0,0923;-0,2034;0,2353;0,467;1,6465;-0,02;-0,0531;-0,1777;-0,0182;-1,0496;-0,1549;0,7562;-0,0665;-0,2896;1,8629;-0,2138;-0,9728;-0,0391;-0,2633;0,9094;-0,249;1,4989;0,4729;-0,0156;-0,0297;-0,0147;-0,0667
"élever";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,6255;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;1,0132;0,9015;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;0,8032;0,2436;-0,0319;0,5625;-0,3148;-0,1026;-0,1396;-0,0188;-0,3271;-0,0274;-0,1195;0,2248;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"stater";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;1,4338;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;1,0385;-0,1514;0,409;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;-0,7247;-0,0266;0,6306;-0,2624;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"étudier";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;0,7488;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;-0,4388;0,8639;0,6334;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;-0,7977;-0,1177;1,2264;-0,0506;0,4006;0,5126;-0,1625;-0,2951;-0,0297;0,4907;-0,0434;-0,1892;-0,623;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"subir";24;-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;-0,3608;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;0,4497;-0,3634;0,971;0,6965;-0,0192;-0,0509;-0,1706;-0,0175;0,4169;-0,1487;-1,7392;-0,0639;0,3254;-0,6297;1,9572;0,4696;-0,0375;1,2608;-0,0548;0,3734;-0,3272;0,4873;-0,015;-0,0285;-0,0141;-0,0641
"comprendre";68;-0,0481;-0,05;-0,0165;-0,0621;-1,748;0,4355;-0,0202;-0,0217;-0,0344;-0,2458;-0,044;-0,4422;-0,0292;-0,0997;-0,0561;1,0558;0,9455;-1,5706;-0,4965;0,3803;-0,2764;-0,0544;-0,1444;-0,1566;-0,0496;0,5407;-0,4213;0,4566;0,4675;0,2699;1,7566;0,4164;0,9003;1,5994;0,3994;-0,1553;-0,6773;-1,4283;-0,1573;-0,0425;0,7708;-0,0401;-0,1815
"jusqu_à";68;-0,0481;-0,05;-0,0165;0,8752;-0,3503;-0,1985;-0,0202;-0,0217;-0,0344;1,1058;-0,044;-0,4422;-0,0292;-0,0997;-0,0561;-0,04;-0,2511;-0,2765;0,6899;-0,8118;0,3272;-0,0544;-0,1444;0,5189;-0,0496;0,3583;-0,4213;1,8967;-0,181;0,2699;-0,6359;-0,21;-0,3301;-0,1064;-0,3975;0,5219;-0,2661;-0,5812;-0,1573;-0,0425;-0,0807;-0,0401;-0,1815
"terminer";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;0,6715;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;0,3691;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;1,2733;-0,0991;1,5802;-0,0426;-0,1853;-0,4198;-0,1368;0,8168;-0,025;-0,4361;-0,0365;-0,1593;-0,1715;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"rassembler";18;-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;0,7992;-0,0117;0,6266;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,2104;-0,2725;1,2741;-0,0731;-0,0144;1,0746;-0,128;-0,0131;-0,3044;0,645;-0,3353;-0,0479;-0,2085;-0,4723;0,5252;0,3332;-0,0282;-0,4907;-0,0411;-0,1793;0,4197;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"entreprendre";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;0,9212;-0,0056;-0,0061;-0,0096;0,3577;-0,0123;0,6062;-0,0082;-0,0279;-0,0157;-0,0112;0,8263;-0,4388;-0,2877;0,2154;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;0,273;0,6245;-0,373;-0,0506;0,4006;1,0143;0,5057;0,659;-0,0297;-0,5179;-0,0434;-0,1892;-0,623;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
