"";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"exécutif";-0,0226;-0,0235;-0,0077;-0,0292;-0,8225;-0,0934;-0,0095;-0,0102;-0,0162;0,3417;-0,0207;-0,2081;-0,0137;-0,0469;-0,0264;-0,0188;-0,1182;-0,3;-0,4845;-0,6869;-0,13;-0,0256;0,8393;-0,2275;-0,0233;3,3746;-0,1983;-2,319;-0,0852;-0,3706;-0,8396;0,891;0,2801;-0,0501;-0,8723;-0,0731;0,284;5,0376;-0,2281;-0,02;-0,038;-0,0189;-0,0854
"acts";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;8,8016;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;0,8984;-0,0346;-0,1506;-0,3411;-0,1112;-0,5058;-0,0203;-0,3544;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"rapport";-0,092;-0,0957;-0,0315;-0,1188;-3,3421;-0,3795;-0,0386;-0,0415;-0,0658;1,3563;-0,0842;-0,8456;-0,0558;-0,1907;-0,1073;-0,0764;-0,1558;-3,0029;0,797;0,3586;-0,5284;-0,1041;-0,276;-0,9244;-0,0949;-1,0961;0,2587;-1,5423;-0,346;-0,2577;6,2619;-0,5572;-2,4774;0,4272;12,5362;0,3052;1,1172;-1,8914;-0,4283;-0,0813;-0,1542;-0,0766;0,2594
"1792";-0,0425;-0,0441;-0,0145;-0,0548;-1,5423;-0,1752;-0,0178;-0,0191;-0,0304;-1,3193;-0,0389;-0,3902;-0,0257;-0,088;-0,0495;-0,0353;-0,2216;-1,3858;-0,9085;-1,288;-0,2438;-0,048;-0,1274;-0,4266;-0,0438;54,6405;0,2402;-4,3484;-0,1597;-0,695;-1,5743;-0,5131;-1,5136;-0,0939;-1,6357;-0,137;-0,5976;-1,9676;-0,4277;-0,0375;-0,0712;-0,0354;-0,1602
"civilisation";-0,0304;-0,0316;-0,0104;-0,0393;-1,1053;0,6003;-0,0128;-0,0137;-0,0218;0,6242;-0,0279;-0,2796;-0,0184;-0,0631;-0,0355;-0,0253;0,5139;6,7932;-0,651;-0,1829;-0,1748;-0,0344;-0,0913;0,8117;-0,0314;-1,8053;-0,2664;0,9438;-0,1144;1,5818;0,3321;-0,3677;-0,9716;-0,0673;-1,1722;-0,0982;-0,4283;-0,7693;-0,3065;-0,0269;-0,051;-0,0253;-0,1148
"acte";-0,0446;-0,0464;-0,0152;-0,0576;-1,6194;-0,1839;-0,0187;-0,0201;-0,0319;2,0679;-0,0408;-0,4097;-0,027;-0,0924;-0,052;-0,037;-0,2327;0,6441;-0,444;1,0823;-0,256;-0,0504;-0,1337;-0,4479;-0,046;0,6544;-0,3903;0,5937;-0,1677;-0,7298;-0,9607;-0,5387;-0,4396;-0,0986;0,2688;-0,1439;0,3772;1,4214;-0,4491;-0,0394;-0,0747;-0,0371;-0,1682
"accorder";-0,0205;-0,0213;-0,007;-0,0265;-0,7454;-0,0847;-0,0086;-0,0093;-0,0147;0,4068;-0,0188;-0,1886;-0,0124;-0,0425;-0,0239;-0,017;0,6605;-0,6698;-0,4391;-0,6225;0,624;-0,0232;-0,0616;-0,2062;-0,0212;0,2945;-0,1797;1,1806;-0,0772;-0,3359;-0,7609;-0,248;3,294;-0,0454;0,2727;-0,0662;0,8546;-0,9509;-0,2067;-0,0181;-0,0344;-0,0171;-0,0774
"1797";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;5,7384;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,4669;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;3,8693;-0,0142;-0,0071;-0,032
"pas";-0,5483;-0,5703;-0,1875;-0,2874;12,8136;0,3803;0,3857;-0,2472;-0,3923;4,6976;-0,502;-1,5733;-0,3325;-0,2876;-0,6398;-0,4556;-0,4436;-2,9779;2,5573;-1,7217;-0,8148;0,3798;-0,3203;-1,1825;-0,5654;-1,6667;2,3804;-1,3171;-1,3014;0,8994;0,438;-0,5893;1,2111;0,2782;-1,1508;1,6444;-1,1898;-2,9492;0,5475;-0,4849;-0,9192;-0,4569;-0,5202
"chute";-0,0559;0,9021;-0,0191;-0,0722;-2,0308;-0,2306;-0,0235;-0,0252;-0,04;0,5735;-0,0512;-0,1729;-0,0339;-0,1159;-0,0652;-0,0464;-0,2918;-1,8247;-1,1962;0,2736;8,4111;-0,0632;2,1584;0,4343;-0,0576;2,2749;-0,4895;-2,378;1,8944;-0,4188;-1,3005;0,3398;1,1323;-0,1236;-2,1537;-0,1804;-0,7869;0,2863;-0,2;-0,0494;-0,0937;-0,0466;5,0021
"trois";-0,1125;-0,117;-0,0385;-0,1453;-0,245;-0,4642;-0,0472;0,9576;-0,0805;-0,514;-0,103;-0,5028;-0,0682;0,3814;-0,1313;-0,0935;-0,2147;-0,5548;1,0112;0,8321;-0,6463;-0,1273;-0,3376;0,5864;0,63;1,4473;1,1148;-1,035;0,2058;-0,2274;-1,0421;-1,3599;-0,9307;-0,2488;1,212;-0,3632;-0,2901;1,3838;0,5838;-0,0995;-0,1886;0,7119;-0,4245
"clergé";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;-0,4072;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,6005;-0,3936;-0,5581;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;17,1315;-0,1611;-1,8842;-0,0692;-0,3011;-0,6822;-0,2223;-0,4755;-0,0407;-0,2799;-0,0594;0,9324;-0,8526;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"résulter";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;3,8796;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;1,0042;-0,0319;-0,139;-0,3148;-0,1026;-0,4669;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"évidence";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;1,0775;-0,0039;-0,0041;-0,0066;-0,1346;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;1,1471;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,1804;-0,0805;2,0707;-0,0346;0,5332;-0,3411;-0,1112;-0,5058;-0,0203;-0,3544;-0,0297;0,5887;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"existence";-0,0191;-0,0199;-0,0065;-0,0247;-0,694;-0,0788;-0,008;-0,0086;-0,0137;-0,4309;-0,0175;-0,1756;-0,0116;1,0598;-0,0223;-0,0159;-0,0997;-0,23;0,2148;-0,5796;-0,1097;-0,0216;-0,0573;-0,192;-0,0197;-0,5606;0,4953;3,5093;-0,0719;0,2896;0,6803;-0,2309;0,3859;-0,0422;-0,736;0,8782;0,3357;-0,8854;-0,1925;-0,0169;-0,032;-0,0159;-0,0721
"montréal";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;-0,4072;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,2166;-0,3936;-0,5581;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;-1,0916;-0,1611;-1,8842;-0,0692;-0,3011;-0,264;-0,2223;-1,0117;-0,0407;-0,7087;-0,0594;27,5982;0,5339;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"tournant";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;-0,805;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;-0,1778;0,7317;-0,1582;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;-0,4426;-0,1425;2,9171;-0,0612;0,3387;-0,2174;-0,1967;0,2233;-0,036;0,3849;-0,0525;1,0221;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"26";-0,0757;-0,0787;1,2374;-0,0978;2,9173;0,29;-0,0318;-0,0341;-0,0542;-2,0469;-0,0693;1,6547;0,9986;0,5182;-0,0883;-0,0629;-0,3952;1,292;-0,9392;-0,6266;-0,4349;-0,0856;0,3901;0,2839;0,7838;1,1769;-0,663;-5,4382;-0,2848;-1,2395;-0,2508;0,4599;-1,02;-0,1674;2,2612;-0,2444;1,0143;1,3272;-0,7629;-0,067;-0,1269;-0,0631;-0,2856
"27";-0,0509;0,9399;-0,0174;-0,0658;0,6337;-0,2102;-0,0214;-0,023;-0,0364;-1,1213;-0,0466;0,5373;-0,0309;-0,1056;-0,0594;-0,0423;-0,2659;0,2875;-0,5393;0,3374;1,524;-0,0576;0,5277;-0,1718;2,1774;3,6263;-0,1376;-5,2182;0,4476;-0,3647;-0,2332;-0,6157;-1,3216;-0,1126;-0,7481;-0,1644;1,0912;2,2564;-0,1725;-0,0451;-0,0854;-0,0424;-0,1922
"février";-0,1819;-0,1892;-0,0622;-0,2349;-2,127;-0,7505;-0,0764;-0,082;-0,1301;-1,2125;-0,1665;0,7307;-0,1103;-0,377;0,4128;-0,1512;-0,4448;-0,8556;-2,8872;-0,9044;-1,0449;-0,2058;0,4477;-0,3995;0,4551;-1,0618;8,9001;-18,633;-0,6842;1,0984;-2,2136;-0,9164;3,1517;-0,4022;1,597;-0,5872;0,4371;28,1278;-1,1121;-0,1609;-0,3049;-0,1516;-0,2737
"difficulté";-0,0248;-0,0258;-0,0085;-0,032;-0,8996;-0,1022;-0,0104;-0,0112;1,3983;0,8842;-0,0227;-0,2276;-0,015;-0,0513;-0,0289;-0,0206;-0,1293;-0,8083;0,4707;-0,7513;-0,1422;-0,028;-0,0743;-0,2488;-0,0255;1,4207;-0,2168;0,7989;-0,0931;0,2169;-0,9183;0,3028;0,2316;-0,0547;0,4446;-0,0799;0,2582;0,3252;-0,2495;-0,0219;-0,0415;-0,0206;-0,0934
"reculer";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;2,3953;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;0,8763;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,6796;-0,0156;0,3315;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"pédophilie";-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;-0,84;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;-0,5543;-0,3634;-0,5152;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-1,0076;-0,1487;-1,7392;-0,0639;-0,278;-0,2327;-0,2052;-0,9338;-0,0375;26,6164;-0,0548;-0,239;-0,787;-0,1711;-0,015;-0,0285;-0,0141;-0,0641
"oxford";-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,6224;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;0,2977;-0,1115;0,5295;-0,0479;1,0958;-0,4723;-0,1539;0,707;-0,0282;-0,4907;1,0443;-0,1793;-0,5902;2,5332;-0,0113;-0,0213;-0,0106;0,9799
"association";-0,0488;-0,0508;-0,0167;-0,063;-1,7737;-0,2014;-0,0205;-0,022;-0,0349;-1,0473;-0,0447;-0,4487;-0,0296;-0,1012;-0,057;-0,0406;-0,2548;2,5453;-1,0447;-1,4813;-0,2804;-0,0552;-0,1465;-0,4906;-0,0503;-2,897;0,2032;-0,2995;-0,1836;-0,3421;5,7297;-0,2149;-1,2365;-0,1079;3,62;1,2909;0,6859;-0,2127;0,988;-0,0432;-0,0818;-0,0407;-0,1842
"compter";-0,0262;-0,0272;-0,009;1,1256;9,1676;-0,108;-0,011;-0,0118;-0,0187;-0,3507;-0,024;0,9805;-0,0159;-0,0543;-0,0305;-0,0218;0,5687;-0,8545;-0,5602;-0,3356;0,5336;-0,0296;-0,0785;-0,2631;-0,027;0,3488;0,3871;-1,2089;-0,0985;-0,4286;-0,4517;-0,3164;-0,426;-0,0579;-1,0086;-0,0845;-0,3685;0,5511;-0,2638;-0,0231;-0,0439;-0,0218;-0,0988
"micro";-0,0113;-0,0118;-0,0039;1,4802;7,269;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;-0,3434;-0,065;-0,0128;-0,034;1,5655;-0,0117;-0,6717;-0,0991;-0,2639;-0,0426;-0,1853;0,6187;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"repousser";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;2,0774;-0,7247;-0,0266;0,6306;-0,2624;-0,0855;0,6796;-0,0156;-0,2726;-0,0228;0,6884;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"troisième";-0,041;-0,0427;-0,014;-0,053;-0,2434;0,491;-0,0172;-0,0185;-0,0294;-1,2615;-0,0376;0,2362;-0,0249;-0,0851;-0,0479;-0,0341;2,8204;-1,3396;0,2254;-0,3321;0,3779;-0,0464;-0,1231;0,6151;-0,0423;-1,5971;4,7403;4,6133;-0,1544;-0,6718;-0,4795;-0,496;-0,3585;-0,0907;-0,9037;0,5802;-0,2074;-1,1577;0,2118;-0,0363;-0,0688;-0,0342;-0,1548
"just";-0,012;-0,0125;-0,0041;-0,0155;3,5913;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;-0,3926;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;6,3326;-0,1053;-1,2319;-0,0452;-0,1969;-0,446;-0,1454;-0,6615;-0,0266;-0,1409;-0,0388;-0,1693;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"oeil";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;1,2733;-0,0991;-1,1595;-0,0426;-0,1853;0,6187;-0,1368;1,3715;-0,025;0,1981;-0,0365;-0,1593;0,4864;0,6365;-0,01;-0,019;-0,0094;-0,0427
"1945";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;0,3085;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;0,7864;1,6738;-0,3179;0,5703;1,7907;-0,0168;-0,0446;-0,1493;-0,0153;0,2301;-0,1301;-1,5218;-0,0559;-0,2432;-0,1878;-0,1796;0,2614;-0,0328;-0,1995;-0,048;2,9357;-0,6886;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"orient";-0,0141;-0,0147;-0,0048;-0,0183;-0,5141;-0,0584;-0,0059;-0,0064;-0,0101;-0,7;-0,013;-0,1301;-0,0086;-0,0293;-0,0165;-0,0118;-0,0739;-0,4619;-0,3028;-0,4293;-0,0813;-0,016;-0,0425;-0,1422;1,481;-0,8396;-0,1239;-1,4494;-0,0532;13,9462;-0,5247;-0,171;-0,3196;-0,0313;-0,5452;-0,0457;-0,1992;1,9029;-0,1426;-0,0125;-0,0237;-0,0118;0,9368
"urgence";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;2,5481;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;-0,1817;-0,2576;-0,0488;1,6602;-0,0255;-0,0853;-0,0088;0,5161;-0,0743;-0,8696;2,6265;-0,139;-0,3148;0,6769;-0,1396;-0,0188;-0,3271;-0,0274;-0,1195;0,6665;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"célèbre";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;1,0104;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;0,4737;1,3697;0,5153;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;-0,1918;-0,1425;-0,5358;-0,0612;0,3387;-0,6034;-0,1967;0,5018;-0,036;1,3193;-0,0525;-0,2291;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"29";-0,0347;-0,0361;1,5697;-0,0448;-1,2595;1,368;-0,0146;-0,0156;-0,0248;-1,0063;-0,0317;1,4386;-0,021;-0,0719;-0,0405;-0,0288;0,4675;-1,1317;-0,7419;2,0571;1,1163;-0,0392;0,6717;1,3433;-0,0357;1,478;-0,3036;-1,8637;-0,1304;-0,2012;0,4904;0,2084;-1,159;-0,0767;0,2369;-0,1119;-0,488;1,2017;-0,3493;-0,0307;-0,0581;-0,0289;-0,1308
"henri";1,1067;-0,0368;-0,0121;-0,0457;-1,2852;-0,146;-0,0149;-0,016;1,2471;0,2612;-0,0324;-0,3252;-0,0215;-0,0733;-0,0413;-0,0294;1,1725;-1,1548;1,5548;-1,0733;-0,2032;-0,04;-0,1061;-0,3555;-0,0365;0,7603;0,8016;3,5512;-0,1331;-0,5792;0,2459;-0,4275;-1,9456;0,783;0,4409;-0,1142;-0,1635;-1,6396;-0,3564;-0,0313;0,894;-0,0295;-0,1335
"01";-0,075;-0,078;-0,0257;-0,0969;-0,8681;-0,3095;-0,0315;-0,0338;-0,0537;-3,7104;-0,0687;-0,6894;-0,0455;-0,1555;-0,0875;-0,0623;-0,3915;-2,4484;-1,6051;-2,2757;-0,4308;-0,0848;-0,225;0,2881;-0,0773;-4,4508;-0,6568;-7,6829;-0,2821;-1,2279;-2,7815;-0,9065;-4,1251;-0,1658;-1,994;-0,2421;-1,0559;102,6326;-0,7557;-0,0663;0,5997;-0,0625;-0,283
"responsabilité";-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;2,0672;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;-0,5543;0,2465;2,29;-0,0975;-0,0192;-0,0509;1,2406;-0,0175;-1,0076;-0,1487;0,2878;0,864;-0,278;0,3822;-0,2052;-0,422;-0,0375;-0,6542;-0,0548;0,3734;-0,3272;-0,1711;-0,015;-0,0285;-0,0141;-0,0641
"rédiger";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;0,8609;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;4,4595;1,2355;0,445;-0,1057;-0,0208;-0,0552;0,4601;-0,019;0,3624;-0,1611;-1,8842;-0,0692;-0,3011;-0,6822;-0,2223;-1,0117;-0,0407;0,3232;-0,0594;0,9324;-0,3698;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"veille";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,9015;-0,1817;-0,2576;-0,0488;-0,0096;1,2444;-0,0853;-0,0088;-0,1578;1,9192;-0,8696;-0,0319;-0,139;0,2876;-0,1026;0,5608;-0,0188;-0,3271;-0,0274;-0,1195;0,6665;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"disposition";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;0,8032;-0,8696;-0,0319;-0,139;0,2876;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;1,5351;2,9821;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"construire";-0,0241;-0,025;-0,0082;-0,0311;-0,8739;-0,0992;-0,0101;-0,0108;-0,0172;0,5725;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;-0,1256;0,2745;-0,5148;-0,2948;-0,1382;-0,0272;-0,0722;-0,2417;-0,0248;-1,4274;-0,2106;8,0847;-0,0905;0,2246;0,4931;-0,2907;-0,3632;-0,0532;-0,4213;-0,0776;-0,3386;-1,1149;-0,2424;-0,0213;-0,0403;-0,02;-0,0908
"remettre";-0,0255;-0,0265;-0,0087;-0,0329;0,4655;-0,1051;-0,0107;-0,0115;-0,0182;1,2495;-0,0233;-0,2341;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;-0,3592;-0,1876;0,6012;-0,1463;-0,0288;-0,0764;1,6882;-0,0263;0,3699;-0,223;-0,4781;-0,0958;-0,417;0,8012;0,2943;0,4288;-0,0563;-0,4586;0,7633;-0,3585;-1,1805;-0,2566;-0,0225;-0,0427;-0,0212;-0,0961
"gouvernemental";-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;-0,4388;-0,2877;0,2154;-0,0772;-0,0152;-0,0403;0,573;-0,0139;2,239;-0,1177;-1,3769;0,959;0,4006;-0,4985;-0,1625;-0,2951;-0,0297;-0,5179;-0,0434;-0,1892;4,5465;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"dont";0,4604;-0,1921;-0,0632;0,374;-2,1926;0,2819;-0,0775;-0,0833;-0,1322;1,1153;-0,1691;-1,0042;-0,112;-0,3829;-0,2155;-0,1535;-0,455;-0,6929;0,7263;-0,2945;-0,251;-0,209;-0,5543;-0,235;-0,1905;0,5338;-0,9407;3,1121;-0,279;-1,5073;-0,6278;0,6031;-0,7026;0,215;-0,428;-0,5963;-0,5329;2,0455;-0,4152;-0,1634;-0,3097;-0,1539;0,3229
"donc";-0,0998;-0,1038;-0,0341;-0,1288;9,3636;-0,4117;-0,0419;-0,045;-0,0714;1,3391;-0,0913;-0,9171;-0,0605;-0,2068;-0,1164;-0,0829;0,9267;-0,8533;-0,5455;-1,5022;0,4221;-0,1129;-0,2994;-1,0026;-0,1029;-2,5642;0,2253;1,0473;-0,3753;0,7724;0,3511;-0,3188;-0,8598;0,3998;-0,4327;0,281;-0,2198;-1,6743;0,7022;-0,0882;-0,1673;-0,0831;0,2368
"majorité";-0,0531;-0,0552;-0,0181;-0,0685;-1,9279;-0,2189;-0,0223;-0,0239;-0,038;0,6512;-0,0486;-0,4878;-0,0322;-0,11;-0,0619;-0,0441;-0,277;-0,6059;-1,1356;1,1567;0,2973;-0,06;0,513;-0,1834;-0,0547;2,497;-0,1471;-1,3396;1,1119;-0,8688;-0,26;0,7439;2,8031;-0,1173;-0,4899;-0,1713;0,293;-1,0801;0,4614;-0,0469;-0,089;-0,0442;-0,2002
"indulgent";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;8,6126;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;-0,3271;-0,0274;-0,1195;0,2248;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"militant";4,5319;-0,0265;-0,0087;-0,0329;-0,9253;-0,1051;-0,0107;-0,0115;-0,0182;0,5184;-0,0233;-0,2341;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;0,2497;-0,545;-0,3219;-0,1463;1,1925;-0,0764;-0,2559;-0,0263;-0,8436;0,3962;-2,6089;-0,0958;-0,417;0,451;-0,3078;0,4288;-0,0563;2,2689;-0,0822;0,7072;1,8607;-0,2566;-0,0225;-0,0427;-0,0212;-0,0961
"ton";-0,0071;-0,0074;-0,0024;-0,0091;5,2093;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;0,3435;-0,0855;-0,3891;-0,0156;0,9196;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"travail";-0,206;-0,2142;-0,0704;-0,266;-2,6999;0,5093;-0,0865;-0,0929;-0,1473;-0,2926;-0,1886;-1,8933;-0,1249;0,5897;-0,2403;-0,1712;0,3492;-6,7239;-0,3376;-0,7777;-0,6105;-0,233;-0,2329;-2,0698;-0,2124;-3,9679;-0,6604;46,0022;-0,7748;0,4447;-3,8916;-2,4894;-2,631;-0,4554;-1,245;0,7047;3,3786;-1,4543;-0,5207;-0,1822;-0,3453;-0,1716;-0,7771
